=== EXPERIMENT 15 STARTED AT 2026-01-13 10:33:52.204759 ===
Population size: 20
Data file: /home/bazzo/Scrivania/fjsp_rescheduling/results_scheduling/schedule_simulation_15.pkl
--------------------------------------------------------------------------------

Jobs: 10
Machines: 7
Ops per job: [3, 2, 3, 3, 3, 3, 3, 3, 3, 3]
Starting NSGA-II.
Population: 20
Crossover rate: 0.8, Mutation rate: 0.1
==========================================================================================
n_gen  |  n_eval  | n_nds  |     cv_min    |     cv_avg    |      eps      |   indicator  
   Operation 25 → Machine 6
   Operation 26 → Machine 5
   Operation 27 → Machine 5
   Operation 28 → Machine 0

 Machine Assignments (X_old[i,k]=1):
   Operation 0 → Machine 0
   Operation 1 → Machine 4
   Operation 2 → Machine 0
   Operation 3 → Machine 6
   Operation 4 → Machine 0
   Operation 5 → Machine 6
   Operation 6 → Machine 2
   Operation 7 → Machine 1
   Operation 8 → Machine 0
   Operation 9 → Machine 5
   Operation 10 → Machine 4
   Operation 11 → Machine 1
   Operation 12 → Machine 4
   Operation 13 → Machine 3
   Operation 14 → Machine 2
   Operation 15 → Machine 2
   Operation 16 → Machine 2
   Operation 17 → Machine 6
   Operation 18 → Machine 6
   Operation 19 → Machine 5
   Operation 20 → Machine 3
   Operation 21 → Machine 3
   Operation 22 → Machine 1
   Operation 23 → Machine 5
   Operation 24 → Machine 1
   Operation 25 → Machine 6
   Operation 26 → Machine 1
   Operation 27 → Machine 5
   Operation 28 → Machine 0
Set parameter TimeLimit to value 1800
Set parameter Presolve to value 2
Set parameter MIPFocus to value 3
Set parameter Heuristics to value 0.1
Set parameter ImproveStartGap to value 0.5
Set parameter Presolve to value 2
Gurobi Optimizer version 12.0.3 build v12.0.3rc0 (linux64 - "Ubuntu 22.04.5 LTS")

CPU model: Intel(R) Xeon(R) W-2145 CPU @ 3.70GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 8 physical cores, 16 logical processors, using up to 16 threads

Non-default parameters:
TimeLimit  1800
Heuristics  0.1
MIPFocus  3
Presolve  2
ImproveStartGap  0.5

Optimize a model with 12034 rows, 1309 columns and 58945 nonzeros
Model fingerprint: 0xf6b40313
Model has 10 quadratic constraints
Variable types: 10 continuous, 1299 integer (1228 binary)
Coefficient statistics:
  Matrix range     [5e-01, 5e+02]
  QMatrix range    [1e+00, 1e+00]
  QLMatrix range   [1e+00, 1e+00]
  Objective range  [1e+00, 1e+00]
  Bounds range     [1e+00, 1e+00]
  RHS range        [1e+00, 1e+03]
Presolve removed 2540 rows and 266 columns
Presolve time: 0.20s
Presolved: 9524 rows, 1044 columns, 82320 nonzeros
Presolved model has 10 bilinear constraint(s)

Solving non-convex MIQCP

Variable types: 11 continuous, 1033 integer (993 binary)
Root relaxation presolve removed 9 rows and 1 columns
Root relaxation presolved: 9515 rows, 1043 columns, 82311 nonzeros


Root relaxation: objective 1.243781e+01, 125 iterations, 0.03 seconds (0.04 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0   13.00000    0   24          -   13.00000      -     -    0s
H    0     0                      19.0000000   13.00000  31.6%     -    1s
H    0     0                      18.0000000   13.00000  27.8%     -    1s

Resetting heuristic parameters to focus on improving solution
(using Heuristics=0.5 and RINS=10)...

     0     0   17.00000    0    9   18.00000   17.00000  5.56%     -    1s
     0     0   17.00000    0   11   18.00000   17.00000  5.56%     -    1s
     0     0   17.00000    0   11   18.00000   17.00000  5.56%     -    2s
     0     2   17.00000    0   11   18.00000   17.00000  5.56%     -    2s
    13    10   17.00000    1    8   18.00000   17.00000  5.56%   0.0    5s
   774   332   17.00000   29   16   18.00000   17.00000  5.56%  22.5   10s
  2688   580   17.00000   32   12   18.00000   17.00000  5.56%  32.6   15s
  4997   650   17.00000   32   17   18.00000   17.00000  5.56%  34.8   20s
  7036   650 infeasible   25        18.00000   17.00000  5.56%  38.6   25s
  9128   701 infeasible   36        18.00000   17.00000  5.56%  40.3   30s
 10678   541   17.00000   27   35   18.00000   17.00000  5.56%  41.3   35s
 12350   361 infeasible   25        18.00000   17.00000  5.56%  42.0   40s
 14277   241   17.00000   32   11   18.00000   17.00000  5.56%  43.2   45s
 15916   156 infeasible   27        18.00000   17.00000  5.56%  44.5   50s
 17992    17   17.00000   33   19   18.00000   17.00000  5.56%  44.7   56s

Cutting planes:
  Learned: 6
  Gomory: 122
  Lift-and-project: 38
  Cover: 452
  Implied bound: 11
  Projected implied bound: 46
  MIR: 320
  Mixing: 14
  StrongCG: 317
  Flow cover: 972
  GUB cover: 5
  Inf proof: 119
  Zero half: 564
  RLT: 415
  Relax-and-lift: 268
  BQP: 3

Explored 18642 nodes (841125 simplex iterations) in 57.57 seconds (69.95 work units)
Thread count was 16 (of 16 available processors)

Solution count 2: 18 19 

Optimal solution found (tolerance 1.00e-04)
Best objective 1.800000000000e+01, best bound 1.800000000000e+01, gap 0.0000%

User-callback calls 47737, time in user-callback 0.18 sec

=== SOLUTION ===
Cmax: 18.0

Operations:
 - Operation 0: start=2.0, end=3.0, Machine 0
 - Operation 1: start=3.0, end=4.0, Machine 4
 - Operation 2: start=11.0, end=15.0, Machine 0
 - Operation 3: start=-0.0, end=3.0, Machine 6
 - Operation 4: start=15.0, end=17.0, Machine 0
 - Operation 5: start=5.0, end=6.0, Machine 6
 - Operation 6: start=10.0, end=11.0, Machine 2
 - Operation 7: start=12.0, end=14.0, Machine 4
 - Operation 8: start=-0.0, end=2.0, Machine 0
 - Operation 9: start=5.0, end=6.0, Machine 3
 - Operation 10: start=17.0, end=18.0, Machine 4
 - Operation 11: start=-0.0, end=3.0, Machine 5
 - Operation 12: start=4.0, end=6.0, Machine 0
 - Operation 13: start=16.0, end=17.0, Machine 3
 - Operation 14: start=-0.0, end=4.0, Machine 2
 - Operation 15: start=5.0, end=6.0, Machine 2
 - Operation 16: start=15.0, end=17.0, Machine 2
 - Operation 17: start=3.0, end=5.0, Machine 6
 - Operation 18: start=6.0, end=9.0, Machine 6
 - Operation 19: start=17.0, end=18.0, Machine 5
 - Operation 20: start=-0.0, end=1.0, Machine 3
 - Operation 21: start=6.0, end=14.0, Machine 3
 - Operation 22: start=14.0, end=17.0, Machine 4
 - Operation 23: start=6.0, end=10.0, Machine 2
 - Operation 24: start=10.0, end=13.0, Machine 6
 - Operation 25: start=15.0, end=17.0, Machine 6
 - Operation 26: start=3.0, end=9.0, Machine 5
 - Operation 27: start=9.0, end=10.0, Machine 5
 - Operation 28: start=14.0, end=17.0, Machine 5

[DEBUG]
TRUE makespan from C[i]: 18.0
Model cmax: 18.0

 Objective values: cmax 18.0, quadratric delay 429.0, machine assignments 9

 Machine Assignments (X[i,k]=1):
   Operation 0 → Machine 0
   Operation 1 → Machine 4
   Operation 2 → Machine 0
   Operation 3 → Machine 6
   Operation 4 → Machine 0
   Operation 5 → Machine 6
   Operation 6 → Machine 2
   Operation 7 → Machine 4
   Operation 8 → Machine 0
   Operation 9 → Machine 3
   Operation 10 → Machine 4
   Operation 11 → Machine 5
   Operation 12 → Machine 0
   Operation 13 → Machine 3
   Operation 14 → Machine 2
   Operation 15 → Machine 2
   Operation 16 → Machine 2
   Operation 17 → Machine 6
   Operation 18 → Machine 6
   Operation 19 → Machine 5
   Operation 20 → Machine 3
   Operation 21 → Machine 3
   Operation 22 → Machine 4
   Operation 23 → Machine 2
   Operation 24 → Machine 6
   Operation 25 → Machine 6
   Operation 26 → Machine 5
   Operation 27 → Machine 5
   Operation 28 → Machine 5

 Machine Assignments (X_old[i,k]=1):
   Operation 0 → Machine 0
   Operation 1 → Machine 4
   Operation 2 → Machine 0
   Operation 3 → Machine 6
   Operation 4 → Machine 0
   Operation 5 → Machine 6
   Operation 6 → Machine 2
   Operation 7 → Machine 1
   Operation 8 → Machine 0
   Operation 9 → Machine 5
   Operation 10 → Machine 4
   Operation 11 → Machine 1
   Operation 12 → Machine 4
   Operation 13 → Machine 3
   Operation 14 → Machine 2
   Operation 15 → Machine 2
   Operation 16 → Machine 2
   Operation 17 → Machine 6
   Operation 18 → Machine 6
   Operation 19 → Machine 5
   Operation 20 → Machine 3
   Operation 21 → Machine 3
   Operation 22 → Machine 1
   Operation 23 → Machine 5
   Operation 24 → Machine 1
   Operation 25 → Machine 6
   Operation 26 → Machine 1
   Operation 27 → Machine 5
   Operation 28 → Machine 0
==========================================================
UNIQUE INDIVIDUAL 2/5 (Original index: 1): [0 3 5 5 1 5 1 3 0 4 3 3 4 2 0 4 1 1 5 4 2 2 0 1 5 5 3 4 0 8 7 1 2 7 4 8 3
 4 0 3 8 6 9 2 9 1 0 5 0 5 3 2 6 9 4 6 7 5]
Value of the first objective: 297.0.
Value of the second objective: 12.0.
Value of the third objective: 19.0.

============================================================
SCHEDULE SUMMARY
============================================================
Op   Job  Machine  Start    End      Dur    Status      
------------------------------------------------------------
3    1    6        0.0      3.0      3.0    TO_PROCESS  
8    3    N/A      0.0      2.0      2.0    TO_PROCESS  
11   4    4        0.0      4.0      4.0    TO_PROCESS  
20   7    3        0.0      1.0      1.0    TO_PROCESS  
23   8    2        0.0      4.0      4.0    TO_PROCESS  
21   7    3        1.0      9.0      8.0    TO_PROCESS  
0    0    N/A      2.0      3.0      1.0    TO_PROCESS  
14   5    N/A      3.0      11.0     8.0    TO_PROCESS  
12   4    5        4.0      8.0      4.0    TO_PROCESS  
17   6    2        4.0      7.0      3.0    TO_PROCESS  
26   9    4        4.0      11.0     7.0    TO_PROCESS  
5    2    6        5.0      6.0      1.0    TO_PROCESS  
24   8    6        6.0      9.0      3.0    TO_PROCESS  
6    2    2        7.0      8.0      1.0    TO_PROCESS  
4    1    2        8.0      12.0     4.0    TO_PROCESS  
9    3    5        8.0      11.0     3.0    TO_PROCESS  
25   8    6        9.0      11.0     2.0    TO_PROCESS  
13   4    3        10.0     11.0     1.0    TO_PROCESS  
1    0    4        11.0     12.0     1.0    TO_PROCESS  
27   9    5        11.0     12.0     1.0    TO_PROCESS  
2    0    6        12.0     15.0     3.0    TO_PROCESS  
10   3    4        12.0     13.0     1.0    TO_PROCESS  
15   5    5        12.0     17.0     5.0    TO_PROCESS  
28   9    N/A      12.0     13.0     1.0    TO_PROCESS  
7    2    4        13.0     15.0     2.0    TO_PROCESS  
22   7    N/A      13.0     17.0     4.0    TO_PROCESS  
18   6    6        15.0     18.0     3.0    TO_PROCESS  
16   5    2        17.0     19.0     2.0    TO_PROCESS  
19   6    5        18.0     19.0     1.0    TO_PROCESS  

------------------------------------------------------------
PER-MACHINE SCHEDULE:
------------------------------------------------------------
Machine 0: 8(0-2) → 0(2-3) → 14(3-11) → 28(12-13) → 22(13-17)
Machine 2: 23(0-4) → 17(4-7) → 6(7-8) → 4(8-12) → 16(17-19)
Machine 3: 20(0-1) → 21(1-9) → 13(10-11)
Machine 4: 11(0-4) → 26(4-11) → 1(11-12) → 10(12-13) → 7(13-15)
Machine 5: 12(4-8) → 9(8-11) → 27(11-12) → 15(12-17) → 19(18-19)
Machine 6: 3(0-3) → 5(5-6) → 24(6-9) → 25(9-11) → 2(12-15) → 18(15-18)

Makespan: 19.0
============================================================

Set parameter TimeLimit to value 1800
Set parameter Presolve to value 2
Set parameter MIPFocus to value 3
Set parameter Heuristics to value 0.1
Set parameter ImproveStartGap to value 0.5
Set parameter Presolve to value 2
Gurobi Optimizer version 12.0.3 build v12.0.3rc0 (linux64 - "Ubuntu 22.04.5 LTS")

CPU model: Intel(R) Xeon(R) W-2145 CPU @ 3.70GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 8 physical cores, 16 logical processors, using up to 16 threads

Non-default parameters:
TimeLimit  1800
Heuristics  0.1
MIPFocus  3
Presolve  2
ImproveStartGap  0.5

Optimize a model with 12034 rows, 1309 columns and 58945 nonzeros
Model fingerprint: 0xaefa6f0f
Model has 10 quadratic constraints
Variable types: 10 continuous, 1299 integer (1228 binary)
Coefficient statistics:
  Matrix range     [5e-01, 5e+02]
  QMatrix range    [1e+00, 1e+00]
  QLMatrix range   [1e+00, 1e+00]
  Objective range  [1e+00, 1e+00]
  Bounds range     [1e+00, 1e+00]
  RHS range        [1e+00, 1e+03]
Presolve removed 3472 rows and 274 columns
Presolve time: 0.25s
Presolved: 8592 rows, 1036 columns, 66360 nonzeros
Presolved model has 10 bilinear constraint(s)

Solving non-convex MIQCP

Variable types: 11 continuous, 1025 integer (985 binary)
Root relaxation presolve removed 10 rows and 2 columns
Root relaxation presolved: 8582 rows, 1034 columns, 66340 nonzeros


Root relaxation: objective 1.000000e+00, 82 iterations, 0.02 seconds (0.03 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0    1.00000    0   20          -    1.00000      -     -    0s
H    0     0                     238.0000000    1.00000   100%     -    0s
H    0     0                     190.0000000    1.00000  99.5%     -    0s
H    0     0                     164.0000000    1.00000  99.4%     -    0s
H    0     0                     153.0000000    1.00000  99.3%     -    0s
H    0     0                     112.0000000    1.00000  99.1%     -    0s
H    0     0                     108.0000000    1.00000  99.1%     -    0s
H    0     0                     107.0000000    1.00000  99.1%     -    0s
H    0     0                     104.0000000    1.00000  99.0%     -    0s
H    0     0                      99.0000000    1.00000  99.0%     -    0s
H    0     0                      96.0000000    1.00000  99.0%     -    0s
     0     0   59.06493    0   19   96.00000   59.06493  38.5%     -    0s

Resetting heuristic parameters to focus on improving solution
(using Heuristics=0.5 and RINS=10)...

     0     0   59.06493    0   20   96.00000   59.06493  38.5%     -    1s
     0     0   59.06493    0   28   96.00000   59.06493  38.5%     -    1s
H    0     0                      82.0000000   59.06493  28.0%     -    1s
H    0     0                      71.0000000   59.06493  16.8%     -    1s
     0     0   64.00000    0   15   71.00000   64.00000  9.86%     -    1s
     0     2   64.00000    0   15   71.00000   64.00000  9.86%     -    1s
     1     2   64.00000    1   15   71.00000   64.00000  9.86%   7.0    1s
H  122   108                      70.0000000   64.00000  8.57%  24.0    2s
  1232   601   66.00000   24   32   70.00000   65.00000  7.14%  19.0    5s
  4013  1488   66.00000   20   29   70.00000   66.00000  5.71%  22.4   10s
  6154  1469 infeasible   22        70.00000   67.00000  4.29%  26.6   15s
  9189  1022 infeasible   21        70.00000   67.14286  4.08%  25.1   20s
* 9462   292              22      68.0000000   67.66667  0.49%  24.9   20s

Cutting planes:
  Learned: 3
  Gomory: 28
  Lift-and-project: 16
  Cover: 132
  Implied bound: 95
  Projected implied bound: 3
  Clique: 3
  MIR: 149
  Mixing: 13
  StrongCG: 410
  Flow cover: 855
  Inf proof: 56
  Zero half: 802
  RLT: 275
  Relax-and-lift: 230
  PSD: 9

Explored 9563 nodes (238778 simplex iterations) in 20.59 seconds (21.96 work units)
Thread count was 16 (of 16 available processors)

Solution count 10: 68 70 71 ... 112

Optimal solution found (tolerance 1.00e-04)
Best objective 6.800000000000e+01, best bound 6.800000000000e+01, gap 0.0000%

User-callback calls 21132, time in user-callback 0.03 sec

=== SOLUTION ===
Cmax: 19.0

Operations:
 - Operation 0: start=2.0, end=3.0, Machine 0
 - Operation 1: start=5.0, end=6.0, Machine 4
 - Operation 2: start=6.0, end=9.0, Machine 6
 - Operation 3: start=-0.0, end=3.0, Machine 6
 - Operation 4: start=8.0, end=10.0, Machine 0
 - Operation 5: start=5.0, end=6.0, Machine 6
 - Operation 6: start=6.0, end=7.0, Machine 2
 - Operation 7: start=7.0, end=9.0, Machine 4
 - Operation 8: start=-0.0, end=2.0, Machine 0
 - Operation 9: start=9.0, end=10.0, Machine 3
 - Operation 10: start=10.0, end=11.0, Machine 0
 - Operation 11: start=-0.0, end=4.0, Machine 4
 - Operation 12: start=4.0, end=6.0, Machine 0
 - Operation 13: start=10.0, end=11.0, Machine 3
 - Operation 14: start=-0.0, end=4.0, Machine 2
 - Operation 15: start=5.0, end=6.0, Machine 2
 - Operation 16: start=7.0, end=9.0, Machine 2
 - Operation 17: start=3.0, end=5.0, Machine 6
 - Operation 18: start=7.0, end=11.0, Machine 5
 - Operation 19: start=11.0, end=12.0, Machine 5
 - Operation 20: start=-0.0, end=1.0, Machine 3
 - Operation 21: start=1.0, end=9.0, Machine 3
 - Operation 22: start=9.0, end=12.0, Machine 4
 - Operation 23: start=9.0, end=13.0, Machine 2
 - Operation 24: start=13.0, end=16.0, Machine 6
 - Operation 25: start=17.0, end=19.0, Machine 6
 - Operation 26: start=1.0, end=7.0, Machine 5
 - Operation 27: start=9.0, end=11.0, Machine 6
 - Operation 28: start=11.0, end=12.0, Machine 0

[DEBUG]
TRUE makespan from C[i]: 19.0
Model cmax: 19.0

 Objective values: cmax 19.0, quadratric delay 68.0, machine assignments 12

 Machine Assignments (X[i,k]=1):
   Operation 0 → Machine 0
   Operation 1 → Machine 4
   Operation 2 → Machine 6
   Operation 3 → Machine 6
   Operation 4 → Machine 0
   Operation 5 → Machine 6
   Operation 6 → Machine 2
   Operation 7 → Machine 4
   Operation 8 → Machine 0
   Operation 9 → Machine 3
   Operation 10 → Machine 0
   Operation 11 → Machine 4
   Operation 12 → Machine 0
   Operation 13 → Machine 3
   Operation 14 → Machine 2
   Operation 15 → Machine 2
   Operation 16 → Machine 2
   Operation 17 → Machine 6
   Operation 18 → Machine 5
   Operation 19 → Machine 5
   Operation 20 → Machine 3
   Operation 21 → Machine 3
   Operation 22 → Machine 4
   Operation 23 → Machine 2
   Operation 24 → Machine 6
   Operation 25 → Machine 6
   Operation 26 → Machine 5
   Operation 27 → Machine 6
   Operation 28 → Machine 0

 Machine Assignments (X_old[i,k]=1):
   Operation 0 → Machine 0
   Operation 1 → Machine 4
   Operation 2 → Machine 0
   Operation 3 → Machine 6
   Operation 4 → Machine 0
   Operation 5 → Machine 6
   Operation 6 → Machine 2
   Operation 7 → Machine 1
   Operation 8 → Machine 0
   Operation 9 → Machine 5
   Operation 10 → Machine 4
   Operation 11 → Machine 1
   Operation 12 → Machine 4
   Operation 13 → Machine 3
   Operation 14 → Machine 2
   Operation 15 → Machine 2
   Operation 16 → Machine 2
   Operation 17 → Machine 6
   Operation 18 → Machine 6
   Operation 19 → Machine 5
   Operation 20 → Machine 3
   Operation 21 → Machine 3
   Operation 22 → Machine 1
   Operation 23 → Machine 5
   Operation 24 → Machine 1
   Operation 25 → Machine 6
   Operation 26 → Machine 1
   Operation 27 → Machine 5
   Operation 28 → Machine 0
Set parameter TimeLimit to value 1800
Set parameter Presolve to value 2
Set parameter MIPFocus to value 3
Set parameter Heuristics to value 0.1
Set parameter ImproveStartGap to value 0.5
Set parameter Presolve to value 2
Gurobi Optimizer version 12.0.3 build v12.0.3rc0 (linux64 - "Ubuntu 22.04.5 LTS")

CPU model: Intel(R) Xeon(R) W-2145 CPU @ 3.70GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 8 physical cores, 16 logical processors, using up to 16 threads

Non-default parameters:
TimeLimit  1800
Heuristics  0.1
MIPFocus  3
Presolve  2
ImproveStartGap  0.5

Optimize a model with 12034 rows, 1309 columns and 58945 nonzeros
Model fingerprint: 0xf0a66bc4
Model has 10 quadratic constraints
Variable types: 10 continuous, 1299 integer (1228 binary)
Coefficient statistics:
  Matrix range     [5e-01, 5e+02]
  QMatrix range    [1e+00, 1e+00]
  QLMatrix range   [1e+00, 1e+00]
  Objective range  [1e+00, 1e+00]
  Bounds range     [1e+00, 1e+00]
  RHS range        [1e+00, 1e+03]
Presolve removed 3309 rows and 110 columns
Presolve time: 0.22s
Presolved: 8755 rows, 1200 columns, 66816 nonzeros
Presolved model has 10 bilinear constraint(s)

Solving non-convex MIQCP

Variable types: 11 continuous, 1189 integer (1148 binary)
Root relaxation presolve removed 9 rows and 1 columns
Root relaxation presolved: 8746 rows, 1199 columns, 66807 nonzeros


Root relaxation: objective 5.000000e+00, 279 iterations, 0.03 seconds (0.05 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0    5.00000    0    7          -    5.00000      -     -    0s
     0     0    5.00000    0    4          -    5.00000      -     -    0s
H    0     0                       5.0000000    5.00000  0.00%     -    0s
     0     0    5.00000    0    4    5.00000    5.00000  0.00%     -    0s

Explored 1 nodes (577 simplex iterations) in 0.59 seconds (0.70 work units)
Thread count was 16 (of 16 available processors)

Solution count 1: 5 

Optimal solution found (tolerance 1.00e-04)
Best objective 5.000000000000e+00, best bound 5.000000000000e+00, gap 0.0000%

User-callback calls 851, time in user-callback 0.00 sec

=== SOLUTION ===
Cmax: 19.0

Operations:
 - Operation 0: start=2.0, end=3.0, Machine 0
 - Operation 1: start=4.0, end=5.0, Machine 4
 - Operation 2: start=11.0, end=15.0, Machine 0
 - Operation 3: start=-0.0, end=3.0, Machine 6
 - Operation 4: start=9.0, end=11.0, Machine 0
 - Operation 5: start=5.0, end=6.0, Machine 6
 - Operation 6: start=6.0, end=7.0, Machine 2
 - Operation 7: start=17.0, end=19.0, Machine 4
 - Operation 8: start=-0.0, end=2.0, Machine 0
 - Operation 9: start=5.0, end=8.0, Machine 5
 - Operation 10: start=11.0, end=12.0, Machine 4
 - Operation 11: start=-0.0, end=4.0, Machine 4
 - Operation 12: start=5.0, end=11.0, Machine 4
 - Operation 13: start=11.0, end=12.0, Machine 3
 - Operation 14: start=-0.0, end=4.0, Machine 2
 - Operation 15: start=5.0, end=6.0, Machine 2
 - Operation 16: start=7.0, end=9.0, Machine 2
 - Operation 17: start=3.0, end=5.0, Machine 6
 - Operation 18: start=6.0, end=9.0, Machine 6
 - Operation 19: start=14.0, end=15.0, Machine 5
 - Operation 20: start=-0.0, end=1.0, Machine 3
 - Operation 21: start=1.0, end=9.0, Machine 3
 - Operation 22: start=12.0, end=19.0, Machine 2
 - Operation 23: start=-0.0, end=5.0, Machine 5
 - Operation 24: start=5.0, end=9.0, Machine 0
 - Operation 25: start=10.0, end=12.0, Machine 6
 - Operation 26: start=8.0, end=14.0, Machine 5
 - Operation 27: start=17.0, end=18.0, Machine 5
 - Operation 28: start=18.0, end=19.0, Machine 0

[DEBUG]
TRUE makespan from C[i]: 19.0
Model cmax: 19.0

 Objective values: cmax 19.0, quadratric delay 297.0, machine assignments 5

 Machine Assignments (X[i,k]=1):
   Operation 0 → Machine 0
   Operation 1 → Machine 4
   Operation 2 → Machine 0
   Operation 3 → Machine 6
   Operation 4 → Machine 0
   Operation 5 → Machine 6
   Operation 6 → Machine 2
   Operation 7 → Machine 4
   Operation 8 → Machine 0
   Operation 9 → Machine 5
   Operation 10 → Machine 4
   Operation 11 → Machine 4
   Operation 12 → Machine 4
   Operation 13 → Machine 3
   Operation 14 → Machine 2
   Operation 15 → Machine 2
   Operation 16 → Machine 2
   Operation 17 → Machine 6
   Operation 18 → Machine 6
   Operation 19 → Machine 5
   Operation 20 → Machine 3
   Operation 21 → Machine 3
   Operation 22 → Machine 2
   Operation 23 → Machine 5
   Operation 24 → Machine 0
   Operation 25 → Machine 6
   Operation 26 → Machine 5
   Operation 27 → Machine 5
   Operation 28 → Machine 0

 Machine Assignments (X_old[i,k]=1):
   Operation 0 → Machine 0
   Operation 1 → Machine 4
   Operation 2 → Machine 0
   Operation 3 → Machine 6
   Operation 4 → Machine 0
   Operation 5 → Machine 6
   Operation 6 → Machine 2
   Operation 7 → Machine 1
   Operation 8 → Machine 0
   Operation 9 → Machine 5
   Operation 10 → Machine 4
   Operation 11 → Machine 1
   Operation 12 → Machine 4
   Operation 13 → Machine 3
   Operation 14 → Machine 2
   Operation 15 → Machine 2
   Operation 16 → Machine 2
   Operation 17 → Machine 6
   Operation 18 → Machine 6
   Operation 19 → Machine 5
   Operation 20 → Machine 3
   Operation 21 → Machine 3
   Operation 22 → Machine 1
   Operation 23 → Machine 5
   Operation 24 → Machine 1
   Operation 25 → Machine 6
   Operation 26 → Machine 1
   Operation 27 → Machine 5
   Operation 28 → Machine 0
Set parameter TimeLimit to value 1800
Set parameter Presolve to value 2
Set parameter MIPFocus to value 3
Set parameter Heuristics to value 0.1
Set parameter ImproveStartGap to value 0.5
Set parameter Presolve to value 2
Gurobi Optimizer version 12.0.3 build v12.0.3rc0 (linux64 - "Ubuntu 22.04.5 LTS")

CPU model: Intel(R) Xeon(R) W-2145 CPU @ 3.70GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 8 physical cores, 16 logical processors, using up to 16 threads

Non-default parameters:
TimeLimit  1800
Heuristics  0.1
MIPFocus  3
Presolve  2
ImproveStartGap  0.5

Optimize a model with 12034 rows, 1309 columns and 58945 nonzeros
Model fingerprint: 0x0f29f071
Model has 10 quadratic constraints
Variable types: 10 continuous, 1299 integer (1228 binary)
Coefficient statistics:
  Matrix range     [5e-01, 5e+02]
  QMatrix range    [1e+00, 1e+00]
  QLMatrix range   [1e+00, 1e+00]
  Objective range  [1e+00, 1e+00]
  Bounds range     [1e+00, 1e+00]
  RHS range        [1e+00, 1e+03]
Presolve removed 2540 rows and 266 columns
Presolve time: 0.23s
Presolved: 9524 rows, 1044 columns, 82102 nonzeros
Presolved model has 10 bilinear constraint(s)

Solving non-convex MIQCP

Variable types: 11 continuous, 1033 integer (993 binary)
Root relaxation presolve removed 9 rows and 1 columns
Root relaxation presolved: 9515 rows, 1043 columns, 82093 nonzeros


Root relaxation: objective 1.204094e+01, 101 iterations, 0.03 seconds (0.04 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0   13.00000    0   17          -   13.00000      -     -    0s
H    0     0                      19.0000000   13.00000  31.6%     -    1s
H    0     0                      18.0000000   13.00000  27.8%     -    1s
H    0     0                      17.0000000   13.00000  23.5%     -    1s

Resetting heuristic parameters to focus on improving solution
(using Heuristics=0.5 and RINS=10)...

     0     0   16.00000    0    4   17.00000   16.00000  5.88%     -    1s
     0     0   16.00000    0    4   17.00000   16.00000  5.88%     -    1s
     0     2   16.00000    0    4   17.00000   16.00000  5.88%     -    2s
H   68    69                      16.0000000   16.00000  0.00%  23.9    4s

Cutting planes:
  Gomory: 4
  Lift-and-project: 5
  Cover: 5
  MIR: 40
  StrongCG: 25
  Flow cover: 78
  Zero half: 9
  RLT: 2
  Relax-and-lift: 2

Explored 81 nodes (3102 simplex iterations) in 4.35 seconds (5.23 work units)
Thread count was 16 (of 16 available processors)

Solution count 4: 16 17 18 19 

Optimal solution found (tolerance 1.00e-04)
Best objective 1.600000000000e+01, best bound 1.600000000000e+01, gap 0.0000%

User-callback calls 2930, time in user-callback 0.01 sec

=== SOLUTION ===
Cmax: 16.0

Operations:
 - Operation 0: start=2.0, end=3.0, Machine 0
 - Operation 1: start=4.0, end=5.0, Machine 4
 - Operation 2: start=13.0, end=16.0, Machine 6
 - Operation 3: start=-0.0, end=3.0, Machine 6
 - Operation 4: start=12.0, end=14.0, Machine 0
 - Operation 5: start=5.0, end=6.0, Machine 6
 - Operation 6: start=10.0, end=11.0, Machine 5
 - Operation 7: start=12.0, end=15.0, Machine 5
 - Operation 8: start=-0.0, end=2.0, Machine 0
 - Operation 9: start=7.0, end=10.0, Machine 5
 - Operation 10: start=15.0, end=16.0, Machine 0
 - Operation 11: start=-0.0, end=4.0, Machine 4
 - Operation 12: start=4.0, end=6.0, Machine 0
 - Operation 13: start=15.0, end=16.0, Machine 3
 - Operation 14: start=-0.0, end=4.0, Machine 2
 - Operation 15: start=8.0, end=9.0, Machine 2
 - Operation 16: start=12.0, end=16.0, Machine 4
 - Operation 17: start=3.0, end=5.0, Machine 6
